Split,Name,Season,Region,Games,Win Rate,K:D,GPM,GDM,Game Duration,Kills/Game,Deaths/Game,Towers Killed,Towers Lost,FB%,FT%,DRAPG,DRA%,HERPG,HER%,DRA-15MIN,TG-15MIN,GD-15MIN,NASHPG,NASH%,CSM,DPM,WPW,VWPM,WCPM
Spring,Predators eSports,S8,LAN,17,52.90%,0.79,1751,-63,35:30:00,10,12.6,6.2,7.1,29.4,35.3,1.47,39.1,0.24,26.7,0.59,-0.5,-986,1.18,59.8,33.1,1643,4,1.24,1.35
Spring,ProGaming eSports,S8,BR,23,47.80%,1.21,1772,0,38:33:00,12.7,10.5,6.9,6.7,65.2,52.2,1.83,44.8,0.52,63.2,0.48,0.2,755,0.96,49.3,32.6,1996,4.9,1.79,1.63
Spring,Rainbow7,S8,LAN,25,76.00%,1.94,1902,233,37:36:00,15.8,8.2,8,4.5,68,48,2.28,63.8,0.52,61.9,0.52,0.2,1422,1.12,71.2,35.1,2091,3.5,1.04,1.53
Spring,Rascal Jester,S8,JP,24,29.20%,0.9,1697,-180,36:32:00,11.7,13,4.6,8,50,37.5,1.29,39.7,0.17,21.1,0.38,-0.5,-962,0.75,40.9,33.1,1781,3.6,1.08,1.46
Spring,Rebirth eSports,S8,LAS,30,76.70%,1.18,1827,132,35:51:00,11.6,9.8,7.9,4.9,46.7,46.7,1.97,60.6,0.43,48.1,0.67,0,-220,1.03,67.5,33.8,2085,4.2,1.36,1.67
Spring,Red Canids,S8,BR,21,66.70%,1.38,1851,96,38:25:00,12.4,9,7.1,6,42.9,38.1,1.86,50,0.43,50,0.33,-0.1,314,1.14,54.4,35.8,1995,3.7,1.1,1.64
Spring,Roccat,S8,EUW,21,38.10%,0.83,1760,-51,39:05:00,8.1,9.8,6,6.8,52.4,52.4,1.38,40.2,0.43,47.4,0.29,0.2,-80,0.9,39.9,35.8,1784,4.6,1.52,1.7
Spring,Rogue Warriors,S8,CN,55,63.60%,1.13,1897,94,32:20:00,12.1,10.7,6.5,4.9,41.8,63.6,1.91,60.8,-,-,-,-,-,0.87,61.3,35.7,1969,4.4,1.19,1.71
Spring,RoX,S8,CIS,23,65.20%,1.36,1835,135,32:54:00,12.1,8.9,6.5,4.4,43.5,73.9,1.7,57.7,0.43,52.6,0.48,0.3,116,0.87,65.2,33.7,2079,3.4,1.02,1.23
Spring,ROX Tigers,S8,KR,45,48.90%,0.91,1816,-7,37:18:00,9.2,10.1,6.4,5.9,57.8,66.7,1.8,48.5,0.53,66.7,0.51,0.2,185,0.82,50.8,36,1825,4.7,1.13,1.86
Spring,Royal Bandits,S8,TR,35,71.40%,1.74,1895,255,29:54:00,11.8,6.8,7.7,3.5,65.7,65.7,1.89,68.1,0.49,56.7,0.69,0.9,1346,0.86,73.4,34.8,1803,4.1,1.05,1.44
Spring,Royal Never Give Up,S8,CN,79,65.80%,1.43,1894,137,34:15:00,12.5,8.8,7.1,4.8,50.6,58.2,2.14,63,0.06,33.3,0.72,0.2,617,0.84,61.8,36.1,1906,4.1,1.18,1.73
Spring,Sin Gaming,S8,OCE,24,25.00%,0.64,1712,-235,32:44:00,9.5,14.8,4.2,8,58.3,33.3,0.96,30.6,0.17,20,0.33,-0.8,-1449,0.67,31.2,33.9,1689,4.1,0.97,1.27
Spring,SK Telecom T1,S8,KR,53,49.10%,1.1,1842,45,38:57:00,9.5,8.7,6.2,5.8,35.8,30.2,2.19,54.3,0.32,40.5,0.64,-0.3,-597,0.87,52.4,37.1,1898,4.8,1.28,2.06
Spring,Snake Esports,S8,CN,49,53.10%,0.96,1874,40,36:13:00,10.6,11,6.2,6.1,53.1,38.8,1.86,53.1,-,-,-,-,-,0.88,51.9,37.1,1905,5.1,1.28,1.84
Spring,SPG eSports,S8,EUW,5,20.00%,0.52,1581,-368,33:30:00,6.4,12.4,2.4,9.4,40,20,1.4,30,0,0,0.4,-0.6,-1363,0.2,10,33.7,1819,3.1,0.98,1.39
Spring,Splyce,S8,EUW,31,58.10%,1.19,1785,11,37:55:00,9.7,8.2,6.6,6.3,71,48.4,1.77,50.3,0.26,29.6,0.61,-0.3,-427,0.9,53.5,34.6,1706,4.2,1.36,1.78
Spring,Suning Gaming,S8,CN,48,52.10%,1.16,1862,44,35:40:00,12.1,10.4,6.4,5.9,60.4,58.3,1.58,49.7,-,-,-,-,-,0.79,49.6,35.7,1877,4.2,1.11,1.73
Spring,Team Afro,S8,TW,34,29.40%,0.74,1697,-220,38:03:00,9.4,12.7,4.1,7.9,52.9,32.4,1.41,37.2,0.18,31.6,0.31,-0.2,-489,0.68,30.7,34.1,1945,4.8,1.32,1.72
Spring,Team Atlantis,S8,EUW,5,20.00%,0.81,1670,-181,37:23:00,10.8,13.4,4.8,8.4,20,20,2.4,60,0.4,66.7,0.6,-0.8,-1005,0.8,33.3,32.7,2115,3.7,0.95,1.48
Spring,Team Aurora,S8,TR,39,38.50%,0.8,1758,-106,33:30:00,11,13.8,5.3,6.9,53.8,43.6,1.44,39.1,0.59,63.9,0.51,-0.2,-541,0.54,37.5,33.8,1903,3.7,1.04,1.48
Spring,Team Just Alpha,S8,CIS,19,47.40%,1.03,1811,38,34:28:00,12,11.7,6.4,6.1,52.6,52.6,1.79,49.1,0.63,66.7,0.84,0.2,747,0.84,51.8,34.3,2002,4.3,1.38,1.55
Spring,Team Liquid,S8,NA,41,61.00%,1.19,1844,95,33:48:00,10.6,8.9,6.7,5.2,51.2,53.7,2.37,62.4,0.49,55.6,0.78,0,351,0.83,61.4,35.9,1850,4.2,1.29,1.57
Spring,Team Liquid Academy,S8,NA,23,65.20%,1.21,1871,91,32:16:00,13.5,11.2,7,5.1,69.6,39.1,1.78,51.2,0.48,50,0.7,0,-280,0.87,60.6,34.2,2018,4,1.17,1.5
Spring,Team oNe eSports,S8,BR,15,26.70%,0.54,1716,-186,36:12:00,8.1,14.9,4.5,8.3,33.3,40,2,52.9,0.27,30.8,0.6,-0.3,-705,0.47,22.2,34,1919,4.2,1.34,1.48
Spring,Team SoloMid,S8,NA,24,58.30%,1.19,1866,122,38:19:00,10.1,8.5,7.7,5.2,58.3,62.5,2.5,62.6,0.54,56.5,0.63,0.2,706,1,54.9,36.6,1982,4.2,1.15,1.43
Spring,Team Vitality,S8,EUW,32,50.00%,0.85,1782,-35,35:47:00,9.3,11,6.4,6.5,43.8,62.5,2.06,59,0.47,53.6,0.69,0.4,369,0.84,42.8,35.1,1894,4.3,1.23,1.63
Spring,Team WE,S8,CN,51,49.00%,1.02,1819,-11,36:02:00,11,10.8,5.8,6.2,60.8,52.9,1.8,49.6,-,-,-,-,-,0.94,50.4,35.3,1814,4.4,1.08,1.8
Spring,Tectonic,S8,OCE,22,9.10%,0.49,1655,-384,34:29:00,9,18.4,2.7,9.8,50,27.3,0.41,10.2,0.32,36.8,0.14,-0.7,-1451,0.32,9.8,32.8,1839,3.5,0.92,1.29
Spring,Topsports Gaming,S8,CN,44,25.00%,0.65,1722,-227,35:43:00,8.9,13.5,4.4,8.3,45.5,38.6,1.25,31.6,-,-,-,-,-,0.55,26.4,34.5,1733,4.3,0.95,1.68
Spring,TSM Academy,S8,NA,18,44.40%,0.84,1785,-13,38:48:00,9.4,11.3,6.1,6.7,44.4,38.9,2.22,60.7,0.5,75,0.5,-0.1,372,1.11,51.1,34.8,2113,3.8,1.02,1.43
Spring,Ultimate,S8,VN,40,57.50%,1.07,1877,45,32:29:00,12.5,11.7,7,5.1,60,65,1.43,47.8,0.45,60,0.45,0.5,622,0.73,50.8,35.2,1963,4.2,0.95,1.54
Spring,Unicorns Of Love,S8,EUW,18,33.30%,0.88,1741,-105,38:54:00,9.9,11.3,5.5,7.3,38.9,61.1,2.06,56.4,0.28,31.3,0.22,-0.1,-247,0.89,38.3,34.6,1893,4.5,1.14,1.68
Spring,Universidad Catolica,S8,LAS,21,23.80%,0.68,1667,-214,35:00:00,8.6,12.7,4.1,8.3,42.9,42.9,1.24,33.3,0.29,33.3,0.24,-0.5,-995,0.57,28.2,33.3,1695,4.2,1.31,1.62
Spring,Unsold Stuff Gaming,S8,JP,28,53.60%,1.15,1864,105,35:48:00,12.3,10.6,6.6,5.8,50,50,1.86,54.2,0.54,68.2,0.63,0.2,306,0.89,55.9,35.5,2002,4.9,1.41,1.65
Spring,V3 Esports,S8,JP,25,36.00%,0.55,1698,-179,36:01:00,8,14.6,5.4,7.4,44,48,1.6,42.2,0.52,54.2,0.52,0,-1038,0.8,36.9,33.1,1801,3.9,1.32,1.52
Spring,Vaevictis eSports,S8,CIS,14,7.10%,0.55,1614,-264,34:13:00,7.5,13.7,3.2,8.4,42.9,50,1.43,38,0,0,0.43,-0.1,-224,0.57,23.2,32.3,1777,3.9,0.95,1.38
Spring,Vega Squadron,S8,CIS,14,35.70%,0.69,1671,-163,36:39:00,8.7,12.6,5,7.5,57.1,42.9,1.21,37.1,0.14,18.2,0.5,-0.1,-631,0.57,35.3,32.8,1880,3.9,1.08,1.57
Spring,Vici Gaming,S8,CN,43,20.90%,0.55,1696,-268,33:30:00,7.4,13.5,3.8,8.3,44.2,23.3,0.88,26.5,-,-,-,-,-,0.53,28.6,34.7,1720,4.1,1.09,1.77
Spring,Vivo Keyd,S8,BR,28,57.10%,1.16,1837,94,34:38:00,12.4,10.6,7.3,5.5,60.7,53.6,1.82,60.9,0.61,68,0.29,0,98,1.07,64.6,34.3,1923,4.3,1.44,1.41
Spring,Vodafone Giants Gaming,S8,EUW,32,68.80%,1.46,1866,158,33:17:00,14.8,10,7.9,4.8,53.1,43.8,2.13,65.8,0.41,68.4,0.6,0.8,1800,0.63,70.8,33.4,2116,4,1.08,1.38
Spring,Wind And Rain,S8,EUW,3,0.00%,0.41,1617,-321,33:28:00,7,17,3,9.7,33.3,33.3,1,26.1,0.33,33.3,0.67,-0.7,-2494,0.33,16.7,32.3,1651,3.7,1.72,1.36
Spring,Young Generation,S8,VN,39,53.80%,1.04,1892,39,34:29:00,13.8,13.1,6.5,6.8,56.4,56.4,1.56,48,0.38,48.4,0.54,0.2,591,0.77,54.2,35.6,2156,4.8,1.36,1.85
Spring,YouthCrew Esports,S8,TR,37,51.40%,0.9,1791,-30,31:46:00,10.6,11.9,6,5.8,32.4,40.5,1.7,53.4,0.49,54.5,0.75,-0.1,-902,0.68,48.1,34.3,1863,3.8,1.06,1.57
Spring,Zaga Talent Gaming,S8,LAN,13,23.10%,0.52,1627,-332,32:03:00,7,13.5,3.4,9,53.8,7.7,0.92,28.6,0.15,15.4,0.31,-0.8,-2425,0.54,30.8,32.5,1558,4,0.91,1.33
Summer,100 Thieves,S8,NA,42,50.00%,1.01,1760,-16,35:43:00,12,11.9,6.2,6.3,57.1,50,1.6,44,0.33,35,0.5,-0.1,-407,0.79,54.8,33.1,1810,3.2,1.28,1.47
Summer,100 Thieves Academy,S8,NA,23,52.20%,0.96,1786,41,32:27:00,11,11.4,6.7,5.7,52.2,52.2,1.87,53.4,0.39,39.1,0.61,0.5,-40,0.65,50,33.8,1806,3.1,1.16,1.16
Summer,1907 Fenerbahce,S8,TR,36,52.80%,0.98,1768,14,35:15:00,14.8,15,6,5.6,33.3,52.8,1.86,49.4,0.58,60,0.43,0.3,-64,0.72,56.9,32.5,1988,3.1,1.23,1.58
Summer,6Sense,S8,LAN,17,41.20%,0.6,1724,-162,33:34:00,11.6,19.4,5.7,6.8,41.2,35.3,1.53,43.1,0.35,35.3,0.76,-0.9,-1434,0.76,44.8,32.1,1752,3.1,1.33,1.03
Summer,Afreeca Freecs,S8,KR,70,55.70%,1.21,1799,80,35:56:00,10,8.2,6.3,5.3,52.9,45.7,1.91,50.7,0.44,53.4,0.47,0.1,362,0.71,50.8,35.5,1619,4.2,1.56,1.76
Summer,ahq e-Sports Club,S8,TW,32,28.10%,0.71,1680,-167,36:07:00,8.9,12.5,4.8,7.9,31.3,40.6,1.56,39,0.5,55.2,0.41,-0.5,-1186,0.47,23.9,33.3,1640,3.6,1.46,1.53
Summer,ArkAngel,S8,SEA,6,50.00%,0.93,1781,-63,30:24:00,15.7,16.8,5.5,7.5,83.3,33.3,2,58.3,0.33,33.3,0.83,-0.7,85,0.5,41.7,30.9,2127,3,1.08,1.24
Summer,Ascension Gaming,S8,SEA,22,59.10%,1.11,1857,60,32:52:00,17,15.2,6.9,5.5,50,50,1.68,50.7,0.59,61.9,0.55,-0.5,-96,0.64,53.8,33.4,2062,3.1,1.11,1.22
Summer,Asus ROG Army,S8,ES,28,35.70%,0.84,1743,-110,34:23:00,12.9,15.4,6,7.5,46.4,39.3,1.86,48.9,0.61,60.7,0.68,-0.4,-462,0.68,44,31.6,1876,3.2,1.19,1.19
Summer,Asus ROG Elite,S8,EUW,8,50.00%,1.05,1798,-7,30:20:00,13.6,13,5.6,5.5,37.5,75,1.75,55.8,0.63,62.5,0.75,0.4,302,0.63,43.8,33.8,1840,2.6,0.89,1.06
Summer,Avant Gaming,S8,OCE,25,36.00%,0.81,1748,-113,30:00:00,10.8,13.4,4.4,6.8,52,40,1.48,45,0.4,43.5,0.65,-0.3,-98,0.44,41.3,33.6,1636,2.9,1.13,1.09
Summer,BAUSuperMassive,S8,TR,49,63.30%,1.24,1848,141,33:13:00,16.7,13.3,7.3,4.6,53.1,73.5,2.1,63.8,0.59,61.7,0.65,0.8,1281,0.76,62.5,32.2,2222,3.1,1.24,1.2
Summer,bbq Olivers,S8,KR,48,20.80%,0.69,1634,-220,35:19:00,6.9,10.1,3.7,8.1,35.4,35.4,1.25,31.1,0.5,52.2,0.33,-0.4,-824,0.4,26,33.6,1465,3.5,1.42,1.32
Summer,Bigetron E-Sports,S8,SEA,6,16.70%,0.43,1559,-492,27:42:00,8.3,19.5,2.7,9.2,-,16.7,0.67,33.3,0.17,16.7,0.5,-1.2,-3215,0.17,16.7,30.6,1606,2.7,0.86,0.84
Summer,Bilibili Gaming,S8,CN,48,37.50%,0.72,1737,-124,33:07:00,10.1,14,4.9,7.1,37.5,37.5,1.44,39.5,-,-,-,-,-,0.6,45.8,33.4,1824,3.1,1.34,1.44
Summer,Bombers,S8,OCE,28,35.70%,0.87,1700,-150,32:44:00,10.9,12.5,5,7.4,42.9,32.1,1.54,40.1,0.57,61.5,0.46,-0.7,-1236,0.57,36.9,32.1,1671,3,1.35,1.07
Summer,Bursaspor Esports,S8,TR,32,37.50%,0.79,1718,-141,31:36:00,10.8,13.8,4.4,7.4,37.5,18.8,1.38,41.5,0.38,38.7,0.71,-1.4,-1980,0.41,38.7,32.8,1642,3.4,1.46,1.16
Summer,Cherry Gaming,S8,VN,33,30.30%,0.79,1784,-128,28:09:00,13.8,17.5,4.5,7,36.4,51.5,1.12,41.8,0.48,50,0.52,-0.2,-472,0.36,35.6,32.1,1960,3,1.12,1.07
Summer,Chiefs eSports Club,S8,OCE,35,71.40%,1.38,1892,176,33:19:00,16.7,12.1,7.7,4.6,51.4,62.9,2.17,66.2,0.66,65.7,0.74,0.4,544,1.06,71.2,33.2,1950,3,1.23,1.21
Summer,CLG Academy,S8,NA,31,58.10%,1.1,1762,5,32:43:00,12.7,11.5,6,6.1,54.8,48.4,1.71,52.6,0.52,55.2,0.58,-0.2,-301,0.71,57.1,32.8,1748,2.9,1.28,1.26
Summer,Cloud9,S8,NA,51,60.80%,1.07,1827,100,34:08:00,12.4,11.6,7.1,5.4,58.8,58.8,1.69,46.9,0.37,38,0.63,0.1,408,0.75,57.8,34.6,1971,3.1,1.3,1.35
Summer,Cloud9 Academy,S8,NA,26,84.60%,1.6,1905,261,32:21:00,14.4,9,8.7,3.4,46.2,65.4,1.42,47.8,0.46,50,0.35,0.4,769,0.92,72.4,33.8,2039,3.2,1.31,1.2
Summer,Clutch Gaming,S8,NA,21,28.60%,0.71,1695,-177,38:15:00,9.9,14,4.4,8.2,28.6,38.1,1.33,30.7,0.52,55,0.6,-0.2,-781,0.52,32.5,33.6,1785,3.4,1.34,1.48
Summer,Clutch Gaming Academy,S8,NA,23,52.20%,0.98,1756,4,37:37:00,12.5,12.8,6.7,5.9,47.8,43.5,2,50.4,0.48,50,0.65,0.1,243,0.74,46.6,33.1,1948,3.4,1.37,1.3
Summer,CNB e-Sports Club,S8,BR,24,50.00%,0.82,1776,-40,31:53:00,12.9,15.7,6.4,6,45.8,62.5,1.46,44.4,0.58,58.3,0.5,0.8,-164,0.5,42,31.6,1816,3.1,1.12,1.27
Summer,Counter Logic Gaming,S8,NA,18,38.90%,1.05,1734,-74,36:46:00,10.9,10.3,5.6,7.6,72.2,50,2.17,51.4,0.44,44.4,0.5,-0.3,277,0.78,39.8,33.8,1621,3.6,1.46,1.39
Summer,Crest Gaming,S8,JP,25,36.00%,0.94,1653,-128,36:51:00,11.3,12,4.8,7.3,60,36,1.56,35.3,0.44,45.8,0.32,-0.2,-413,0.68,44.4,31.2,1932,3.4,1.25,1.35
Summer,Crvena Zvezda Esports,S8,EUW,6,16.70%,0.45,1565,-381,31:09:00,5.8,12.8,3,9.3,33.3,33.3,1.33,36.7,0.33,33.3,0.83,-0.7,-2569,0,0,32.5,1400,3.2,1.2,1.08
Summer,Cube Adonis,S8,VN,46,58.70%,1.12,1893,81,30:08:00,16.4,14.5,6.5,5.4,47.8,50,1.26,48.4,0.52,54.5,0.37,0,7,0.72,63.6,33.8,2061,3.3,1.47,1.28
Summer,DAMWON Gaming,S8,KR,6,83.30%,1.49,1866,178,37:31:00,14.7,9.8,7.8,3.8,33.3,33.3,2,46.4,0.17,20,0.83,-0.2,-493,0.67,58.3,34.6,1954,3.5,1.49,1.65
Summer,Dark Horse,S8,LAS,21,19.00%,0.57,1599,-292,32:52:00,8.7,15.3,4,8.8,52.4,42.9,1.19,34,0.62,61.9,0.38,-0.8,-1756,0.38,27.5,30.6,1516,3,1.36,1.02
Summer,Dark Passage,S8,TR,36,47.20%,0.86,1756,-52,31:31:00,11,12.8,5.5,6.3,47.2,52.8,1.58,48.3,0.5,50,0.53,0.1,-326,0.58,47.6,33.7,1733,2.8,1.05,1.16
Summer,Dark Tigers,S8,CZ,11,45.50%,0.93,1837,-44,34:50:00,18.1,19.5,6.5,6.9,72.7,45.5,1.36,37.4,0.73,72.7,0.36,-0.5,-581,0.64,48.3,32.5,2157,2.2,0.77,0.91
Summer,Dash9 Gaming,S8,LAN,26,61.50%,1.27,1817,102,37:59:00,14.2,11.2,7.1,5.6,57.7,46.2,2.46,57,0.54,56,0.65,-0.2,77,0.85,55.2,34.1,2075,3.4,1.22,1.4
Summer,Detonation FocusMe,S8,JP,37,70.30%,1.32,1864,199,30:36:00,13.6,10.3,7.7,3.6,54.1,75.7,1.49,51.9,0.62,67.6,0.51,0.8,1151,0.78,74.8,33.2,2084,3.2,1.34,1.17
Summer,Dire Wolves,S8,OCE,37,75.70%,1.43,1936,230,32:38:00,15.4,10.7,7.7,3.9,51.4,54.1,2.22,65.8,0.49,48.6,0.7,0.3,779,0.78,65.7,36,1969,2.9,1.09,1.41
Summer,Doxa Gaming,S8,PT,12,8.30%,0.43,1551,-426,31:28:00,7.9,18.5,2.5,9.2,50,25,1,33.3,0.33,33.3,0.42,-0.7,-2724,0.25,20,29.4,1814,2.9,1.12,1.09
Summer,Dragon Army,S8,CIS,23,56.50%,1.02,1724,-47,32:33:00,12.4,12.1,5.8,6,47.8,47.8,2.09,48.8,0.61,60.9,0.65,-0.2,-1099,0.65,54.5,31.7,1931,2.9,1.13,1.16
Summer,Dragons E.C,S8,ES,28,17.90%,0.71,1675,-236,31:48:00,10.1,14.1,3.7,8.7,32.1,32.1,1,26.3,0.25,25,0.32,-0.9,-1010,0.36,22.2,32.6,1773,3.1,1.19,1.18
Summer,E-Monkeyz Club,S8,ES,28,50.00%,0.96,1791,-42,29:37:00,12.1,12.7,6.3,5.9,46.4,42.9,1.96,55,0.39,40.7,1,0,-490,0.57,50,32.4,1809,3,1.09,1.09
Summer,Echo Fox,S8,NA,36,50.00%,0.82,1784,-19,32:27:00,11.4,13.9,6.3,6.1,44.4,55.6,2.03,58.2,0.42,44.1,0.74,0.4,-72,0.56,50,33.9,1942,3,1.14,1.11
Summer,Echo Fox Academy,S8,NA,18,22.20%,0.69,1680,-187,34:15:00,9.8,14.2,4.6,8.6,44.4,33.3,1.78,48.6,0.39,41.2,0.76,-0.7,-485,0.44,28.4,32.8,1779,2.8,0.9,1.21
Summer,Echo Zulu,S8,EUW,3,33.30%,0.7,1639,-173,40:02:00,15.7,22.3,4.7,9,33.3,33.3,1.33,31.1,0,0,0,-1.3,-1538,1,55.6,28.9,2341,3.2,1.37,1.04
Summer,Edward Gaming,S8,CN,77,61.00%,1.43,1828,96,33:13:00,14.3,10,6.3,5.2,61,61,2.03,62.7,0.17,81.3,0.82,0.4,1267,0.79,61.2,33.4,1822,3.2,1.42,1.45
Summer,Electronik Generation,S8,PT,12,66.70%,1.46,1845,109,34:01:00,16.3,11.2,8.4,5.3,75,41.7,1.5,46.1,0.58,58.3,0.33,-0.3,35,0.67,56.9,32,2021,3.3,1.43,1.15
Summer,Elements Pro Gaming,S8,CIS,14,14.30%,0.53,1626,-278,34:41:00,8.6,16.3,3.4,9,35.7,21.4,0.79,20.2,0.29,30.8,0.36,-0.4,-1229,0.36,23.8,32.4,1882,3,1.08,1.08
Summer,Enclave Gaming,S8,EUW,6,33.30%,0.66,1719,-137,33:46:00,10,15.2,5.2,6.8,33.3,50,1.67,44.4,0.67,66.7,0.33,0.2,-12,0.33,30,33.7,1746,3.2,1.26,1.26
Summer,eSuba,S8,CZ,17,76.50%,1.69,1897,220,31:35:00,19.1,11.3,7.5,4.1,58.8,52.9,2.06,64.3,0.82,82.4,0.71,1.2,1948,1.12,75,31.5,2000,3,1.2,1.02
Summer,eSuba,S8,CZ/SK,3,0.00%,0.43,1610,-275,40:14:00,8.3,19.3,4.7,9.3,66.7,33.3,2,35.6,0.67,66.7,1,0,-814,1,38.9,31.4,1826,2.9,1.29,1.44
Summer,EURONICS Gaming,S8,EUW,8,62.50%,0.94,1878,153,34:04:00,11.6,12.4,7.1,5.3,37.5,37.5,2.25,65.6,0.5,50,0.88,-0.6,495,1,71.3,35.9,2282,3.1,0.96,1.22
Summer,Evilvice Esports,S8,LAS,26,34.60%,0.82,1704,-124,33:14:00,11.2,13.6,4.8,7.3,38.5,50,1.35,44.5,0.46,48,0.46,-0.5,-581,0.5,38.2,32.3,1683,3,1.21,1.22
Summer,EVOS Esports,S8,VN,42,54.80%,1.11,1854,66,30:19:00,14.5,13,6.5,5.2,47.6,52.4,1.62,55,0.5,50,0.48,0,115,0.67,57.3,34.3,1983,3.3,1.32,1.24
Summer,eXtatus,S8,CZ,11,18.20%,0.55,1682,-337,31:20:00,12.8,23.3,4.2,9.1,45.5,36.4,1.27,34.1,0.18,18.2,0.45,-1,-2271,0.36,18.3,30.2,1891,2.6,0.74,0.8
Summer,FC Schalke 04,S8,EUW,37,56.80%,1.05,1757,-18,34:38:00,11.1,10.6,6.4,6.1,54.1,32.4,1.43,43.9,0.57,56.8,0.32,-0.5,-168,0.68,49.1,34,1716,3.7,1.37,1.37
Summer,FFQTV Gaming,S8,VN,36,61.10%,1.06,1885,104,28:17:00,14.8,14,6.3,4.9,55.6,61.1,1.08,42.3,0.61,62.9,0.31,0,293,0.64,56.3,33.8,1927,3,1,1.06
Summer,Flamengo eSports,S8,BR,27,63.00%,1.22,1854,128,33:16:00,14.3,11.7,7.2,5.1,55.6,40.7,2.3,59.8,0.56,57.7,0.88,-0.1,728,0.81,68.8,33.9,1924,3.8,1.35,1.52
Summer,Flash Wolves,S8,TW,44,81.80%,1.71,1875,237,31:13:00,14.1,8.1,7.7,3.5,56.8,77.3,1.98,63.6,0.66,74.4,0.85,0.9,1567,0.73,73.2,34,1907,3.5,1.47,1.39
Summer,FlyQuest,S8,NA,23,43.50%,0.9,1735,-101,33:06:00,11,12.2,5.8,7,43.5,60.9,1.65,47.8,0.61,60.9,0.61,0,-83,0.61,47,32.9,1694,3,1.22,1.22
Summer,FlyQuest Academy,S8,NA,27,51.90%,1.05,1742,3,36:32:00,13.1,12.4,6.1,6.1,40.7,63,2.07,52.6,0.56,57.7,0.7,-0.3,7,1,63.6,32.4,1975,3.4,1.48,1.49
Summer,Fnatic,S8,EUW,48,72.90%,1.33,1872,186,30:09:00,14.6,10.9,7.2,4.1,54.2,56.3,1.56,59.9,0.56,57.4,0.6,0.3,489,0.83,74.4,33.1,1925,3,1.09,1.15
Summer,For The Win eSports Club,S8,EUW,15,73.30%,1.55,1924,254,30:28:00,15.1,9.7,7.6,4.1,53.3,66.7,1.2,48.8,0.6,60,0.47,0.6,1497,0.53,57.7,34.1,1941,2.7,0.93,1.14
Summer,FTV Esports,S8,VN,33,36.40%,0.75,1800,-152,27:58:00,14.6,19.5,4.7,6.9,48.5,36.4,1.21,46.9,0.3,30.3,0.45,-0.3,-591,0.3,31.7,31.6,2123,3,1.05,1.06
Summer,Funplus Phoenix,S8,CN,49,42.90%,0.91,1761,-64,34:11:00,11.6,12.7,5.3,6.5,53.1,40.8,1.47,42.7,-,-,-,-,-,0.61,47,33.8,1719,3.4,1.36,1.36
