Split,Name,Season,Region,Games,Win Rate,K:D,GPM,GDM,Game Duration,Kills/Game,Deaths/Game,Towers Killed,Towers Lost,FB%,FT%,DRAPG,DRA%,HERPG,HER%,DRA-15MIN,TG-15MIN,GD-15MIN,NASHPG,NASH%,CSM,DPM,WPW,VWPM,WCPM
Summer,Furious Gaming,S8,LAS,27,51.90%,1.06,1764,54,34:34:00,11.2,10.5,6.8,5.7,51.9,59.3,2.11,57.6,0.78,77.8,0.7,0.6,541,0.48,42,33.1,1645,3,1.3,1.31
Summer,G-Rex,S8,TW,62,48.40%,0.88,1711,-55,34:07:00,11.1,12.5,5.4,5.9,54.8,46.8,1.68,46.1,0.37,41.8,0.54,0.1,-45,0.65,45.5,32.7,1714,3.5,1.44,1.39
Summer,G2 Esports,S8,EUW,60,58.30%,1.27,1837,127,33:09:00,12.3,9.7,7.1,5.2,50,56.7,1.63,51.4,0.48,50,0.4,0.3,778,0.63,49.2,35.2,1870,3.5,1.33,1.42
Summer,Gambit Esports,S8,CIS,39,61.50%,1.16,1796,80,35:38:00,15.3,13.2,7.1,5.2,46.2,38.5,2.31,58.1,0.54,53.8,0.64,-0.2,215,0.69,55.6,31.9,2214,3.1,1.24,1.54
Summer,Gamers Origin,S8,EUW,5,60.00%,1.33,1886,124,37:10:00,20.2,15.2,7.2,4.6,100,60,2.2,62,0.8,80,0.6,1,1345,1.8,56,32.9,2434,3,1.36,1.3
Summer,Gaming Gaming,S8,LAN,17,29.40%,0.71,1700,-165,32:33:00,10.1,14.2,4.5,7.7,47.1,47.1,1.53,41,0.29,31.3,0.88,-0.3,-677,0.41,29.4,33.5,1603,3.1,1.1,1.35
Summer,Gen.G eSports,S8,KR,65,58.50%,1.03,1791,69,34:31:00,8.8,8.5,6.4,4.9,43.1,53.8,2.31,64.5,0.45,46.8,0.75,0.1,520,0.65,56.3,35.4,1652,3.4,1.49,1.64
Summer,Gentside,S8,EUW,13,69.20%,1.62,1792,144,32:06:00,13.5,8.3,6.5,4.2,69.2,69.2,1.31,45.1,0.54,53.8,0.54,0.5,674,0.62,62.5,32.5,1999,3.2,1.36,1.22
Summer,Giants,S8,EUW,18,27.80%,0.63,1685,-180,35:26:00,9.3,14.8,5.3,7.9,27.8,55.6,1.67,46.5,0.28,27.8,0.56,-0.3,-886,0.5,35.3,33.1,1790,3.3,1.35,1.22
Summer,GIGABYTE Marines,S8,VN,35,54.30%,1.09,1843,30,30:52:00,16.2,14.8,6.4,5.7,48.6,60,1.51,53,0.51,56.3,0.49,0.5,491,0.71,59.1,32.7,1973,3.2,1.15,1.06
Summer,Golden Guardians,S8,NA,18,27.80%,0.97,1736,-128,35:21:00,10.9,11.2,4.8,8.2,50,38.9,1.67,46.6,0.61,61.1,0.67,-0.1,-442,0.39,17.2,34.2,1790,3.3,1.34,1.22
Summer,Golden Guardians Academy,S8,NA,18,22.20%,0.76,1702,-155,35:15:00,11.2,14.7,4.9,7.9,50,44.4,1.78,44.2,0.44,47.1,0.78,-0.1,-316,0.28,28.1,32.6,1721,2.9,1.23,1.19
Summer,Griffin,S8,KR,56,62.50%,1.53,1824,107,36:21:00,11.2,7.3,6.4,5.3,46.4,51.8,1.75,45,0.41,43.4,0.48,-0.1,-21,0.82,62.9,36,1745,3.5,1.36,1.72
Summer,GrowUP,S8,PT,12,50.00%,1.14,1773,57,32:44:00,12.6,11,6.3,6,41.7,58.3,1.58,60.7,0.67,66.7,0.58,0.4,1445,0.67,55,32.1,1826,3.7,1.31,1.18
Summer,H2K,S8,EUW,18,11.10%,0.5,1643,-281,31:36:00,7.6,15,3.5,8.9,16.7,44.4,1,27.8,0.56,55.6,0.44,-0.9,-1945,0.44,30.6,33.1,1619,3,1.24,1.15
Summer,Hafnet eSports,S8,LAS,21,19.00%,0.67,1639,-251,32:23:00,10.2,15.3,4,8.4,47.6,19,0.95,30.9,0.29,28.6,0.38,-1,-1514,0.38,30.6,31.2,1583,3.1,1.31,1.11
Summer,Hanwha Life eSports,S8,KR,46,54.30%,1,1781,30,33:56:00,9.3,9.3,6.8,5.2,56.5,67.4,1.85,51.8,0.59,61.4,0.63,0.3,-75,0.76,61.7,34.3,1667,3.7,1.41,1.58
Summer,Hexagone eSports,S8,PT,12,25.00%,0.59,1659,-236,32:38:00,11.1,18.7,3.6,7.4,8.3,16.7,1.75,49.4,0.17,18.2,0.25,-0.8,-2682,0.5,31.8,31.5,1784,2.9,0.91,0.97
Summer,Hong Kong Attitude,S8,TW,42,50.00%,0.92,1760,28,34:35:00,10.3,11.1,6.3,5.6,50,52.4,1.88,52.5,0.48,51.3,0.45,-0.2,-35,0.64,53.3,34.2,1708,3.5,1.53,1.55
Summer,HWA Gaming,S8,TR,33,51.50%,0.97,1732,-62,35:33:00,12.4,12.7,6,6.8,60.6,39.4,1.73,43.6,0.42,43.8,0.52,-0.5,-365,0.67,43.9,32.2,1739,3.3,1.4,1.28
Summer,IDM Gaming,S8,BR,22,40.90%,0.83,1699,-146,32:35:00,9.8,11.9,5.1,7,45.5,31.8,1.55,47.3,0.36,38.1,0.59,0.1,-625,0.5,33.3,32.7,1589,3,1.29,1.15
Summer,Illuminar Gaming,S8,EUW,3,33.30%,0.73,1701,-71,36:55:00,10,13.7,6,8,66.7,33.3,2.67,62.2,0.33,33.3,1,-0.3,-649,1,50,33.7,1949,3.9,1.95,1.45
Summer,Infinity eSports,S8,LAN,40,62.50%,1.29,1812,99,33:34:00,14.1,10.8,6.6,4.6,47.5,60,1.7,53.3,0.55,55,0.58,0.8,544,0.73,62.5,33.1,2017,3.3,1.39,1.42
Summer,Inside Games,S8,CZ,18,44.40%,0.8,1789,-69,32:32:00,15.8,19.8,5.4,6.6,38.9,38.9,1.5,44.3,0.28,27.8,0.44,-0.3,-1070,0.56,45.1,30.8,1946,2.8,1.14,0.98
Summer,INTZ eSports,S8,BR,19,42.10%,0.91,1694,-99,34:21:00,10.7,11.7,5.9,6.6,47.4,63.2,1.58,45.1,0.42,50,0.47,-0.2,-822,0.68,50,31.7,1690,3.4,1.34,1.23
Summer,Invictus Gaming,S8,CN,80,72.50%,1.28,1937,241,30:17:00,15.2,11.9,7.6,3.8,48.8,58.8,1.76,63.1,0.15,70.6,0.44,0.6,1085,0.66,67.4,35.1,2107,3.1,1.35,1.33
Summer,Isurus Gaming,S8,LAS,29,65.50%,1.43,1831,174,35:14:00,12.1,8.5,7.2,4.7,65.5,65.5,1.76,50,0.52,53.6,0.66,0.9,1868,0.76,64.2,35.3,1748,3.5,1.57,1.39
Summer,J Team,S8,TW,52,44.20%,0.99,1722,-45,35:06:00,11.6,11.7,5.4,6.2,42.3,42.3,1.71,47.5,0.44,47.9,0.48,0,-221,0.5,38.7,33.2,1754,3.5,1.46,1.37
Summer,JD Gaming,S8,CN,70,60.00%,1.11,1809,47,33:06:00,12.3,11,6.7,5.2,57.1,51.4,1.63,49,-,-,-,-,-,0.61,55.7,33.8,1828,3.4,1.38,1.38
Summer,Jin Air Green Wings,S8,KR,45,31.10%,0.76,1680,-138,36:25:00,6.9,9.1,4.6,7.3,51.1,42.2,1.67,40.1,0.4,42.9,0.62,-0.2,-540,0.42,34.5,35.1,1541,3.8,1.52,1.75
Summer,K1ck eSports Club,S8,PT,12,91.70%,2.47,1972,389,29:30:00,16.1,6.5,9.3,2.9,83.3,91.7,2,76.4,1,100,0.42,1.8,3509,0.83,83.3,34.2,1906,3.3,1.22,1.19
Summer,KaBuM! e-Sports,S8,BR,33,60.60%,0.97,1818,55,31:21:00,12.4,12.8,6.8,5.3,30.3,54.5,1.64,53.4,0.48,50,0.41,0.1,-276,0.7,53.2,33.5,1871,3.2,1.34,1.24
Summer,Kaos Latin Gamers,S8,LAS,41,70.70%,1.29,1881,203,32:36:00,16.2,12.5,7.7,4.3,75.6,56.1,1.73,58.3,0.34,36.8,0.71,0.2,644,0.76,71.8,33,2093,3.2,1.34,1.31
Summer,Kingzone DragonX,S8,KR,54,55.60%,1.03,1796,62,33:50:00,10,9.7,6.1,4.9,57.4,59.3,2.17,61.1,0.44,54.5,0.76,0.3,444,0.61,56.9,35.6,1672,3.5,1.37,1.69
Summer,KIYF,S8,ES,33,54.50%,0.98,1804,27,32:29:00,13,13.3,6.4,5.8,42.4,51.5,1.58,48.1,0.52,51.5,0.55,0.2,37,0.79,59.6,33.3,1977,3.1,1.28,1.19
Summer,KT Rolster,S8,KR,63,68.30%,1.19,1816,115,35:34:00,10.7,8.9,7.3,4.7,61.9,68.3,1.95,57.2,0.46,56.9,0.61,0.4,668,0.84,64.3,35.3,1780,3.6,1.48,1.57
Summer,Kuala Lumpur Hunters,S8,SEA,16,37.50%,0.93,1776,-21,31:34:00,13.8,14.8,5.7,5.9,50,68.8,1.75,61.6,0.5,50,0.63,0.8,719,0.5,46.9,32.3,2004,3.6,1.38,1.33
Summer,Legacy eSports,S8,OCE,37,51.40%,0.98,1803,8,32:57:00,13.7,14,6.6,6.1,59.5,59.5,1.84,51.1,0.59,59.5,0.81,0.5,440,0.89,53.2,32.6,1947,3,1.11,1.19
Summer,Legatum,S8,LAS,24,33.30%,0.78,1648,-190,33:10:00,9.6,12.2,4.4,7.7,25,37.5,1.25,36.5,0.54,54.2,0.29,-0.4,-1048,0.54,34.8,31.8,1590,3.4,1.45,1.21
Summer,LGD Gaming,S8,CN,42,50.00%,0.95,1774,-39,31:46:00,13.3,14,5.6,6,40.5,52.4,1.64,49.2,-,-,-,-,-,0.57,50,32.4,1919,3.1,1.27,1.34
Summer,M19 Team,S8,CIS,18,61.10%,1.18,1771,93,37:56:00,13.7,11.7,7.1,6,55.6,66.7,2.83,69.2,0.78,77.8,1,0.7,1361,0.83,55.2,32.5,1985,2.9,1.18,1.38
Summer,Machi E-Sports,S8,TW,41,39.00%,0.77,1703,-80,34:39:00,8.9,11.5,5,6.5,41.5,34.1,1.73,45.1,0.24,33.3,0.55,-0.4,-432,0.61,47.4,34,1643,3,1.09,1.47
Summer,MAD Lions E.C.,S8,EUW,49,65.30%,1.24,1864,169,32:14:00,13,10.4,7.4,4.4,57.1,71.4,2.2,65.9,0.59,60.4,0.67,0.6,1261,0.76,66.3,35,1890,3.4,1.33,1.32
Summer,MAD Team,S8,TW,47,51.10%,1.17,1733,10,33:05:00,10.6,9.1,5.5,5.8,61.7,46.8,1.81,51.8,0.36,39.5,0.71,-0.1,247,0.64,57.1,33,1716,3.5,1.44,1.44
Summer,Majestic Lions,S8,CZ,15,60.00%,1.71,1871,172,35:31:00,19.2,11.1,7.2,5.3,66.7,66.7,2.67,71.6,0.6,60,0.73,0.2,1543,0.87,62.8,31.2,2058,2.9,1.09,1.07
Summer,Mammoth eSports,S8,OCE,24,37.50%,0.9,1779,-63,33:20:00,12.5,13.9,5.2,7.2,41.7,37.5,1.08,38.8,0.17,17.4,0.22,-1,-1012,0.67,50,33.3,1826,3.2,1.11,1.2
Summer,MEGA,S8,SEA,14,57.10%,1.11,1799,48,33:15:00,14.1,12.6,6.6,6,28.6,42.9,1.71,42.9,0.43,42.9,0.43,0,-316,0.64,48.8,33.1,1791,2.9,1.13,1.21
Summer,Misfits,S8,EUW,34,52.90%,1.08,1774,44,32:46:00,11.6,10.7,6.7,5.8,55.9,64.7,1.38,45.1,0.65,64.7,0.47,0.8,1225,0.71,59.7,32.5,1693,3.6,1.68,1.33
Summer,Misfits Academy,S8,EUW,3,0.00%,0.6,1592,-385,37:14:00,14.7,24.3,3.7,10.7,66.7,-,1.67,41.1,0.33,33.3,1,-0.3,-1673,0.33,11.1,29.9,2316,2.7,0.89,0.93
Summer,Mousesports,S8,EUW,7,42.90%,0.72,1741,-3,32:42:00,8.4,11.7,5.9,6,71.4,42.9,1.57,46.4,0.43,42.9,0.86,0.1,1062,0.71,57.1,35.2,1699,2.9,1.22,1.43
Summer,Movistar Riders,S8,ES,33,69.70%,1.39,1859,135,31:44:00,15,10.8,7.2,4.8,72.7,75.8,1.82,58.4,0.7,69.7,0.7,0.7,891,0.85,63,33.2,1957,3.4,1.56,1.35
Summer,MVP,S8,KR,49,26.50%,0.69,1663,-204,34:32:00,7.2,10.6,3.5,7.8,42.9,30.6,1.45,36.1,0.31,34.1,0.63,-0.6,-812,0.39,28.2,33.9,1617,3.2,1.19,1.43
Summer,Ninjas In Pyjamas,S8,EUW,17,58.80%,1.05,1816,67,30:40:00,12.4,11.8,5.8,5.3,35.3,58.8,1.53,55.8,0.47,50,0.65,0.3,865,0.59,52.9,34.4,1834,3,1.31,1.21
Summer,OMG,S8,CN,46,32.60%,0.84,1715,-144,34:04:00,10.8,12.9,4.7,7.2,50,34.8,1.59,44.6,-,-,-,-,-,0.39,31.6,33.4,1629,3.2,1.16,1.45
Summer,OpTic Gaming,S8,NA,18,50.00%,0.86,1736,-62,39:13:00,8.4,9.7,6.5,7.1,38.9,50,1.78,44.8,0.44,47.1,0.22,0.1,-288,0.83,49.1,34.2,1810,3.5,1.34,1.64
Summer,OpTic Gaming Academy,S8,NA,18,33.30%,0.81,1726,-127,33:28:00,11,13.6,4.8,7.8,44.4,50,1,30.8,0.44,47.1,0.39,0.4,175,0.5,37.5,32.9,1702,3.1,1.14,1.03
Summer,Order,S8,OCE,28,53.60%,1.02,1833,36,33:44:00,13.3,13,6.6,5.7,46.4,46.4,1.68,48,0.43,44.4,0.48,0.1,53,0.68,49.4,34.1,1962,3.3,1.23,1.22
Summer,Outplayed,S8,EUW,5,60.00%,1.74,1713,-60,36:22:00,12.2,7,7.2,6,60,20,1,25,0.4,50,0.4,-0.6,-1819,0.8,46.7,31.4,1727,3.3,1.16,1.15
Summer,Panathinaikos AC,S8,EUW,6,50.00%,1.19,1841,116,28:41:00,12.3,10.3,5.5,5,16.7,50,1,36.1,0.67,66.7,0.33,0.2,991,0.67,60,33.7,1761,3,1.08,1.19
Summer,Penguins,S8,ES,28,42.90%,0.83,1746,-112,32:39:00,11.3,13.6,5.3,7.3,50,53.6,1.82,45.7,0.36,37,0.75,-0.5,-746,0.46,29.8,33.9,1742,3.3,1.21,1.33
Summer,Pentagram,S8,JP,32,43.80%,0.91,1719,-13,35:54:00,10.4,11.5,5.8,6.3,56.3,53.1,2.03,55.1,0.44,45.2,0.69,0,300,0.47,37.5,32.7,1821,3,1.12,1.21
Summer,Phong Vu Buffalo,S8,VN,44,70.50%,1.41,1942,226,32:28:00,16.6,11.8,7.7,4.1,68.2,72.7,2.5,70,0.7,72.1,1.02,1.3,2174,0.89,62.6,35.1,2178,3.6,1.64,1.45
Summer,Pixel eSports Club,S8,LAN,14,35.70%,0.8,1715,-133,33:08:00,10.1,12.6,5,7.4,42.9,57.1,1.57,35.6,0.57,57.1,0.57,0.1,-430,0.5,33.3,32.3,1606,2.8,1.09,1.18
Summer,Predators eSports,S8,LAN,18,61.10%,1.08,1777,55,34:20:00,10.3,9.6,6.6,5.1,61.1,66.7,2.11,56.9,0.72,72.2,0.83,0.6,911,0.78,56.5,33.5,1804,3.4,1.39,1.3
Summer,ProGaming eSports,S8,BR,18,38.90%,0.83,1753,-55,36:15:00,12,14.4,5.6,7.2,50,44.4,1.94,44.8,0.33,37.5,0.44,-0.1,356,0.61,42.8,33.3,1890,3.9,1.63,1.44
Summer,Rainbow7,S8,LAN,25,60.00%,1.39,1824,132,34:52:00,12.9,9.2,7,5.3,48,48,2.08,59.5,0.56,58.3,0.76,0,593,0.8,60.8,34.4,1923,3.1,1.18,1.53
Summer,Rebirth eSports,S8,LAS,36,58.30%,1.03,1774,57,32:33:00,10.6,10.3,6.7,5.4,44.4,58.3,2.28,69.4,0.39,38.9,0.86,0.3,381,0.61,54.7,33.2,1683,3.3,1.45,1.2
Summer,Red Canids,S8,BR,16,31.30%,1.02,1719,-92,34:44:00,12.1,11.9,4.6,8.2,43.8,50,1.75,51.3,0.5,53.3,0.69,-0.4,121,0.38,28.1,33.1,1847,3,1.32,1.27
Summer,Resurgence,S8,SEA,10,40.00%,0.63,1689,-184,33:47:00,11.1,17.6,5.3,7.3,70,30,1.8,45.7,0.7,70,0.7,-0.3,-1402,0.9,51.7,31.1,1722,3.2,1.25,1.14
Summer,Roccat,S8,EUW,18,38.90%,0.98,1741,-53,35:43:00,11.6,11.8,5.7,7.2,66.7,55.6,1.22,39.2,0.39,41.2,0.33,0.1,-221,0.44,32.4,33.5,1742,3.6,1.51,1.33
Summer,Rogue Warriors,S8,CN,58,58.60%,0.98,1854,73,32:10:00,12.9,13.2,6.3,5.1,44.8,48.3,1.93,53.9,-,-,-,-,-,0.71,60,35.2,1890,3.4,1.22,1.45
Summer,RoX,S8,CIS,18,44.40%,0.81,1755,-37,35:15:00,11.4,13.9,5.9,6.7,44.4,38.9,1.39,46,0.28,29.4,0.39,-0.3,-470,0.44,36.5,34.6,1948,3.2,1.35,1.46
Summer,Royal Bandits,S8,TR,41,75.60%,1.49,1904,229,31:59:00,16.4,11,7.5,4.2,43.9,63.4,1.95,62.7,0.51,53.8,0.71,0.8,1416,0.71,67.1,33.7,2154,3.1,1.19,1.33
Summer,Royal Never Give Up,S8,CN,73,64.40%,1.27,1831,104,34:33:00,13.2,10.3,7.2,5.2,47.9,63,1.97,57.4,0.12,75,0.42,1.3,617,0.66,57.2,34.1,1801,3.3,1.42,1.56
Summer,SCARZ Burning Core,S8,JP,27,40.70%,0.84,1704,-69,35:05:00,12.1,14.3,5.8,6.3,48.1,59.3,2.26,61.2,0.48,54.2,0.81,0,-223,0.59,43.2,31.3,1950,3.3,1.42,1.2
Summer,SK Telecom T1,S8,KR,53,45.30%,0.91,1761,-33,34:14:00,8.9,9.8,5.6,6.2,49.1,43.4,2.06,54.1,0.43,52.3,0.73,-0.1,-288,0.6,45.8,35.2,1711,3.7,1.46,1.53
Summer,Snake Esports,S8,CN,47,42.60%,0.93,1747,-77,33:43:00,10.4,11.2,5.1,6.8,42.6,25.5,1.49,40,-,-,-,-,0,0.53,44.8,34.5,1656,3.7,1.43,1.43
Summer,Splyce,S8,EUW,37,45.90%,1.09,1723,-65,36:06:00,11,10.1,5.7,7.4,59.5,40.5,2,48.3,0.27,27,0.73,-0.4,-472,0.68,45.1,33.1,1802,3.4,1.49,1.48
Summer,Suning Gaming,S8,CN,51,54.90%,1.32,1835,83,34:41:00,13.8,10.5,6.4,5.4,56.9,56.9,1.94,54,-,-,-,-,-,0.57,58.7,35,1719,3.3,1.41,1.49
Summer,Szata Maga+6,S8,EUW,9,66.70%,1.48,1753,-8,37:50:00,14.3,9.7,7.1,6.9,66.7,22.2,1.67,33.8,0.67,66.7,0.33,-1,-1609,1,56.3,32.5,2006,3.3,1.32,1.29
Summer,Team Afro,S8,TW,34,32.40%,0.72,1642,-187,36:30:00,9.4,13.1,4.5,7.7,52.9,44.1,1.5,35.7,0.44,48.4,0.56,-0.2,-864,0.53,36.1,32.8,1745,3.2,1.33,1.32
Summer,Team Anything,S8,SEA,6,16.70%,0.87,1717,-312,32:36:00,19.8,22.8,3.5,10.5,66.7,33.3,1,27.8,0.17,16.7,0.33,-0.7,-1283,0,0,29.9,2164,2.7,1,0.91
Summer,Team Atlantis,S8,EUW,3,33.30%,0.52,1597,-315,40:29:00,11.3,21.7,6.7,8,33.3,33.3,1.67,36.5,0.33,33.3,0.67,0.3,-1065,0.67,16.7,28.4,1989,3.3,1.44,1.22
Summer,Team Aurora,S8,TR,28,28.60%,0.78,1722,-113,34:19:00,12.2,15.7,5.5,6.7,53.6,28.6,1.39,37.5,0.43,42.9,0.5,-0.6,-813,0.68,44.9,32.1,1942,3,1.2,1.2
Summer,Team Battlecomics,S8,KR,9,66.70%,0.94,1847,81,35:55:00,10.9,11.4,7.3,4.8,66.7,66.7,2.89,67,0.44,50,0.89,0.4,423,1,66.7,36.1,1712,3.7,1.46,1.75
Summer,Team Furca,S8,CZ,10,40.00%,0.75,1778,-89,30:16:00,16.3,21.6,5.2,6,10,60,1,35,0.3,30,0.3,-0.1,-564,0.5,35,30.7,2082,2.3,0.78,1.1
Summer,Team Just Alpha,S8,CIS,23,56.50%,1.22,1796,70,37:19:00,16.4,13.5,7.2,5.4,65.2,87,2.48,58.1,0.52,52.2,0.65,0.7,1145,1.04,60.2,32.2,2075,3.6,1.42,1.35
Summer,Team Liquid,S8,NA,35,65.70%,1.17,1836,109,32:28:00,11.1,9.5,6.9,4.8,51.4,42.9,2.49,66.6,0.49,50,0.86,-0.1,308,0.63,57.8,35.4,1744,3.5,1.36,1.46
Summer,Team Liquid Academy,S8,NA,22,59.10%,1.2,1857,140,32:20:00,13.1,10.9,6.8,4.6,40.9,54.5,2.09,62.7,0.5,57.9,0.81,0.5,921,0.73,57.9,34.7,1747,3,1.3,1.15
Summer,Team Mineski,S8,SEA,10,50.00%,1.08,1894,102,31:39:00,17.6,16.2,6.9,6.2,70,70,1.3,41.8,0.4,40,0.3,0.3,1254,0.9,66.7,32.1,2312,2.7,0.89,1.2
Summer,Team SoloMid,S8,NA,41,53.70%,1.15,1803,64,34:47:00,11.5,9.9,6.9,6,53.7,31.7,2.17,55,0.56,57.5,0.68,-0.4,24,0.85,61.8,34.8,1899,3.3,1.28,1.19
Summer,Team Vitality,S8,EUW,34,61.80%,1.09,1828,111,33:07:00,13.4,12.1,7.3,5.1,47.1,64.7,1.91,65.9,0.59,58.8,0.65,0.5,1017,0.85,61.5,33,1852,3.3,1.2,1.35
Summer,Team WE,S8,CN,48,39.60%,0.9,1763,-27,35:16:00,10.6,11.7,5.5,6.8,39.6,45.8,1.85,47.9,-,-,-,-,-,0.65,47.5,34,1831,3.3,1.22,1.49
Summer,Tectonic,S8,OCE,22,27.30%,0.62,1684,-218,32:50:00,9.4,15,4.5,8.1,18.2,36.4,1.23,35.6,0.5,50,0.41,0,-748,0.41,26.1,32.2,1826,3.1,1.26,1.05
Summer,Topsports Gaming,S8,CN,55,47.30%,0.94,1791,-24,34:01:00,12.1,13,6.3,5.7,52.7,56.4,1.93,52,-,-,-,-,0,0.6,45.9,34,1772,3.3,1.29,1.48
Summer,TSM Academy,S8,NA,18,38.90%,0.8,1670,-150,34:32:00,8.7,10.9,4.9,7.4,77.8,27.8,1.89,50.8,0.5,50,0.67,-0.8,-1338,0.5,32.3,32.8,1507,2.7,1.08,1.09
Summer,Turing eSports,S8,EUW,3,33.30%,0.67,1692,-212,35:23:00,8.7,13,5,8.3,33.3,33.3,1.67,38.3,0,0,0.67,-1,-1216,0.33,33.3,33.7,1735,3,1.13,1.19
Summer,Unicorns Of Love,S8,EUW,18,38.90%,0.69,1718,-137,31:15:00,9.6,13.7,5.4,7,50,33.3,0.83,37.5,0.39,41.2,0.28,-0.6,-1439,0.67,47.2,33,1694,3.1,1.13,1.15
Summer,Unsold Stuff Gaming,S8,JP,36,47.20%,0.84,1704,-58,34:12:00,9.5,11.3,4.9,6.5,38.9,33.3,1.5,45,0.33,35.3,0.42,-0.4,-572,0.58,44.8,33,1689,3.2,1.17,1.31
Summer,V3 Esports,S8,JP,25,40.00%,0.95,1686,-114,33:54:00,12.4,13,5,6.9,44,44,1.36,37.3,0.44,44,0.32,-0.4,-725,0.68,42,31,2060,2.9,1.14,1.19
Summer,Vaevictis eSports,S8,CIS,14,21.40%,0.73,1620,-279,35:20:00,11.2,15.3,4.1,8.4,71.4,35.7,1.43,32.6,0.36,35.7,0.36,-0.7,-1336,0.43,28.6,30.8,1869,3.3,1.39,1.21
Summer,Vega Squadron,S8,CIS,14,50.00%,1.01,1810,76,33:24:00,14.2,14.1,5.9,5.6,35.7,57.1,1.5,53.3,0.57,57.1,0.64,0.4,453,0.71,59.7,32.4,2030,3,1.3,1.35
Summer,Vici Gaming,S8,CN,46,21.70%,0.63,1679,-235,33:57:00,10.6,16.8,4.2,8.2,30.4,23.9,1.54,39.5,-,-,-,-,-,0.37,20.7,32.4,1804,3.1,1.22,1.26
Summer,Vikings Gaming,S8,VN,34,14.70%,0.61,1640,-418,29:57:00,11.6,18.8,2.4,8.7,32.4,5.9,0.88,31.2,0.15,15.2,0.38,-1.7,-3071,0.32,19.3,31.4,1682,2.9,1.17,1.1
Summer,Vivo Keyd,S8,BR,30,56.70%,1.32,1833,103,32:49:00,16.3,12.4,6.3,5.2,63.3,46.7,1.47,48.3,0.5,51.7,0.57,-0.3,426,0.8,64.3,32.7,1917,3.2,1.36,1.2
Summer,Vodafone Giants Gaming,S8,EUW,44,54.50%,1.17,1829,88,31:27:00,12.9,11,6.6,5.7,45.5,36.4,1.8,54.5,0.43,44.2,0.68,0,-5,0.68,58.1,33.7,1945,2.9,1.1,1.18
Summer,XD Prinfor,S8,PT,12,16.70%,0.51,1583,-344,28:49:00,7,13.8,2.5,8.7,41.7,41.7,0.42,13.2,0.08,8.3,0.25,-1.3,-1770,0.08,11.1,31.1,1415,3.1,1.12,0.98
Summer,yng Sharks,S8,PT,12,50.00%,1.01,1779,33,31:11:00,12.2,12.1,6.1,5.5,50,50,1.92,61.9,0.42,45.5,0.67,-0.2,-214,0.83,55.6,31.8,1876,2.7,0.96,1.23
Summer,YouthCrew Esports,S8,TR,33,30.30%,0.85,1755,-92,34:20:00,12.6,14.8,5.2,7.4,63.6,42.4,1.91,47.3,0.48,50,0.64,-0.1,-223,0.48,28.8,34.1,1685,3.1,1.16,1.35
Summer,Zaga Talent Gaming,S8,LAN,14,7.10%,0.58,1597,-336,34:21:00,8.3,14.4,2.9,9.3,14.3,-,1.5,33.9,0.29,28.6,0.29,-1.2,-1746,0.5,25.6,31.6,1599,3,1.11,1.01